"figured","f-e-g-r-/-t","fegrt","","70612",""
"first class","f-e-s2-k","fesk","","70613",""
"first class condition","f-e-s2-k-k-d-sh","feskkdz","","70614",""
"first class manner","f-e-s2-k-mn-e2","feskmne","","70615",""
"fission","f-e-sh","fez","","70616",""
"flagrance","fl-a-g","flag","","70617",""
"flatiron","fl-a-t-i-r-n","flatirn","","70618",""
"flexure","fl-e-x-r","flexr","","70619",""
"fluorine","fl-r-e-n","flren","","70620",""
"flywheel","fl-w-ia-l","flwial","","70621",""
"folder","f-o-ld-r","foldr","","70622",""
"foot ","f","f","","70623",""
"for a certain time","f-s22-e-tn-tm","fsetntm","","70624",""
"for a day or two","f-d-a-t-u","fdatu","","70625",""
"for a long time","fl-ng-tm","flngtm","","70626",""
"for a number of years","f-n-u-m-e-r-s","fnumers","","70627",""
"for example","f-e-s2-a-m","fesam","","70628",""
"for him","f-e-m","fem","","70629",""
"for instance","f-n-s","fns","","70630",""
"for the","f-th","fh","","70631",""
"for the purpose","f-th-p","fhp","","70632",""
"for the time being","f-tm-b","ftmb","","70633",""
"for us","f-u-s","fus","","70634",""
"for you","f-u","fu","","70635",""
"for your convenience","f-u-k-v","fukv","","70636",""
"forebear","f-b-a-r","fbar","","70637",""
"forename","f-n-a","fna","","70638",""
"forgivable","f-g-e-/-b","fgeb","","70639",""
"formaldehyde","f-m-a-l","fmal","","70640",""
"free of charge","fr-e-ch-j","frecj","","70641",""
"free on board","f-o-b","fob","","70642",""
"freight agent","f-/-a","fa","","70643",""
"freight auditor","f-/-o","fo","","70644",""
"freight car","f-k-r","fkr","","70645",""
"freight claim agent","f-k-/-a","fka","","70646",""
"freight claim auditor","f-k-/-o","fko","","70647",""
"freight engineer","f-n-j-e2","fnje","","70648",""
"freighter","fr-a-/-r","frar","","70649",""
"frenetic","fr-e-n-/-a","frena","","70650",""
"fretwork","fr-e-t-r-k","fretrk","","70651",""
"frightended","fr-i-nt","frint","","70652",""
"from the","f-m-th","fmh","","70653",""
"from time to time","tm-tm","tmtm","","70654",""
"from you","f-m-u","fmu","","70655",""
"Ft. Worth","f-t-u-th","ftuh","","70656",""
"fugacious","f-e-u-g-a-sh","fugaz","","70657",""
"fumigate","f-e-u-m-e-g","fumeg","","70658",""
"further than","f-th2-n","fhn","","70659",""
"fuschia","f-e-u-sh-ea","fuzea","","70660",""
"fusibility","f-e-u-/-b","fub","","70661",""
"futurist","f-t-/-s2-t","ftst","","70662",""
"gambit","g-a-m-b-t","gambt","","70663",""
"ganglion","g-a-ng-l-e-n","ganglen","","70664",""
"gargoyle","g-a-g-o-e-l","gagyl","","70665",""
"garnishee","g-a-r-n-sh-e","garnze","","70666",""
"gave us","g-a-s","gas","","70667",""
"gelatinoid","j-e-l-a-tn-o-e","jelatny","","70668",""
"general ","j-n","jn","","70669",""
"general auditor","j-/-o","jo","","70670",""
"general baggage agent","j-b-g-a","jbga","","70671",""
"general claim auditor","j-k-/-o","jko","","70672",""
"general freight agent","j-f-a","jfa","","70673",""
"general manager","j-<-m","jm","","70674",""
"general manager eastern lines","j-<-m-e-s-l","jmesl","","70675",""
"general manager western lines","j-<-m-u-e-s-l","jmuesl","","70676",""
"general passenger agent","j-p-a","jpa","","70677",""
"general purchasing agent","j-p-r-ch-/-a","jprca","","70678",""
"general ticket agent","j-t-e-k-a","jteka","","70679",""
"genuflect","j-e-n-fl","jenfl","","70680",""
"geodetic","j-e-o-d-/-a","jeoda","","70681",""
"Georgia ","g-a","ga","","70682",""
"germicide","j-e2-m-s-I","jemsI","","70683",""
"gerundive","j-e-r-nt-v","jerntv","","70684",""
"gesso","j-e-s2-o","jeso","","70685",""
"get up","g-e-t-p","getp","","70686",""
"give away","g-e-/-n","gen","","70687",""
"give us","g-e-s","ges","","70688",""
"given us","g-e-s","ges","","70689",""
"glad to hear from you","g-l-e-r-f-m-u","glerfmu","","70690",""
"glad to see","g-l-s-e","glse","","70691",""
"gladiolus","g-l-a-d-i-l-u-s","gladilus","","70692",""
"glassful","g-l-a-s2-f","glasf","","70693",""
"glazier","g-l-a-sh-e2","glaze","","70694",""
"glob","g-l-o-b","glob","","70695",""
"glyph","g-l-e-f","glef","","70696",""
"gnomon","n-o-mn","nomn","","70697",""
"gnostic","n-/-s2-t","nst","","70698",""
"gob","g-o-b","gob","","70699",""
"God ","g-o-d","god","","70700",""
"good-bye","g-b-i","gbi","","70701",""
"goodliness","g-/-e-n-e-s","genes","","70702",""
"Government of the United States","g-v-e-u-s","gvus","","70703",""
"governness","g-v-e-s","gves","","70704",""
"-gram","/-g","g","","70705",""
"Grand Haven","g-/-a-v-n","gavn","","70706",""
"Grand Rapids","g-/-r-a-p","grap","","70707",""
"grandiloquence","g-/-e-l-o-k","gelok","","70708",""
"granulate","g-r-a-n-/-u","granu","","70709",""
"gravamen","g-r-a-v-mn","gravmn","","70710",""
"Great Britain","g-<-b","gb","","70711",""
"Great Britain and Ireland","g-<-b-i","gbi","","70712",""
"great deal","g-r-l","grl","","70713",""
"great pleasure","g-r-p","grp","","70714",""
"greater than","g-r-r-n","grrn","","70715",""
"-grim","/-g","g","","70716",""
"guarantor","g-a2-nt-r","gantr","","70717",""
"Guatamala","g-a-tm","gatm","","70718",""
"gubanatorial","g-b-n-a-t-r-l","gbnatrl","","70719",""
"Gudalajara","g-a-d-l","gadl","","70720",""
"gunstock","g-n-s2-t-o","gnsto","","70721",""
"gusset","g-u-s2-e-t","guset","","70722",""
"gymnast","j-e-m-n-a-s","jemnas","","70723",""
"gyrate","j-i-r-a","jira","","70724",""
"habeas corpus","a-b-<-k","abk","","70725",""
"habituate","^-h-\-a-b-t-e-u-t","habtut","","70726",""
"had been","a-d-b","adb","","70727",""
"hailstone","^-h-\-a-l-s2-t-o-n","halston","","70728",""
"Halloween","^-h-\-a-l-o-e-n","halyn","","70729",""
"halogen","^-h-\-a-l-o-j","haloj","","70730",""
"hand in hand","^-h-\-nt-nt","hntnt","","70731",""
"Hankow","^-h-\-a-nk","hank","","70732",""
"has been","a-s-b","asb","","70733",""
"has been done","a-s-b-tn","asbtn","","70734",""
"has done","a-s2-tn","astn","","70735",""
"hassock","^-h-\-a-s2-k","hask","","70736",""
"have been","v-b","vb","","70737",""
"have been able","v-b-a","vba","","70738",""
"have done","v-tn","vtn","","70739",""
"Hawaii ","^-h-\-i","hi","","70740",""
"haycock","^-h-\-a-k-k","hakk","","70741",""
"he always","e-l-s","els","","70742",""
"he can","e-k","ek","","70743",""
"he can't","e-k-t","ekt","","70744",""
"he did","e-td","etd","","70745",""
"he had","^-h-\-e-d","hed","","70746",""
"he has","i-s","is","","70747",""
"he is","e-s","es","","70748",""
"he is to be","e-s2-t-b","estb","","70749",""
"he must","e-m-s","ems","","70750",""
"he says","e2-ss","ess","","70751",""
"he was","e-o-s","eos","","70752",""
"he was not","e-o-s2-nt","eosnt","","70753",""
"he will","e-l","el","","70754",""
"headwork","^-h-\-e-d-r-k","hedrk","","70755",""
"hecatomb","^-h-\-e-k-a-tm","hekatm","","70756",""
"hegira","^-h-\-e-j-e-r-a","hejera","","70757",""
"hekto-","^-h-\-e-k","hek","","70758",""
"hematite","^-h-\-e-m-a-t-i","hemati","","70759",""
"hepatica","^-h-\-e-p-t-e-k-a","hepteka","","70760",""
"heptangular","^-h-\-e-p-t-a-ng-u","heptangu","","70761",""
"herbivorous","^-h-\-e-r-b-e-v","herbev","","70762",""
"here and there","^-h-\-e-r-th2","herh","","70763",""
"hereby","^-h-\-e-r-b","herb","","70764",""
"heritability","^-h-\-e2-t-/-b","hetb","","70765",""
"heritable","^-h-\-e2-t-b","hetb","","70766",""
"hesitance","^-h-\-e-s2-tn-s","hestns","","70767",""
"hexangular","^-h-\-e-s2-a-ng-u","hesangu","","70768",""
"highborn","^-h-\-i-b-o-n","hibon","","70769",""
"higher than","^-h-\-i-r-n","hirn","","70770",""
"high-handed","^-h-\-i-^-h-\-nt-d","hihntd","","70771",""
"highway ","i2-n","in","","70772",""
"his attention","s2-tn-sh","stnz","","70773",""
"hoggish","^-h-\-o-g-sh","hogz","","70774",""
"hogweed","^-h-\-o-g-w-e-d","hogwed","","70775",""
"homologous","^-h-\-o-m-o-l-g","homolg","","70776",""
"homonym","^-h-\-o-mn-e-m","homnem","","70777",""
"homunculus","^-h-\-o-m-nk","homnk","","70778",""
"honorarium","o-n-e-r-r-m","onerrm","","70779",""
"-hood","/-d","d","","70780",""
"hookworm","^-h-\-u-k-u-u-m","hukuum","","70781",""
"hope to hear from you","o-p-e-r-f-m-u","operfmu","","70782",""
"hope to receive","o-p-r-s-e","oprse","","70783",""
"horrify","^-h-\-o-r-f","horf","","70784",""
"horsehide","^-h-\-o-r-s2-i-d","horsid","","70785",""
"horsepower","^-h-\-p","hp","","70786",""
"hortatory","^-h-\-o-t-a-t-r-e","hotatre","","70787",""
"House and Senate","u-s-s2-e-n","ussen","","70788",""
"House committee","u-s2-k-e","uske","","70789",""
"House of Representatives","u-s-r","usr","","70790",""
"how many of them","a-u-mn-e-th-m","wmnehm","","70791",""
"humidify","^-h-\-e-u-m-e-df","humedf","","70792",""
"humidor","^-h-\-e-u-m-e-d-r","humedr","","70793",""
"hundred ","n","n","","70794",""
"hyaline","^-h-\-i-l-e-n","hilen","","70795",""
"hydr-","i-/","i","","70796",""
"hydroelectric","^-h-\-i-d-r-e-l-/-k","hidrelk","","70797",""
"hydrostatics","^-h-\-i-d-r-o-s2-t-/-a-s","hidrostas","","70798",""
"hyperbola","^-h-\-i-p-r-bl-a","hiprbla","","70799",""
"hypercritical","^-h-\-i-p-e-r-k-r-/-ya","hiperkrya","","70800",""
"hypertrophy","^-h-\-i-p-e2-t-r-o-f-e","hipetrofe","","70801",""
"hyphened","^-h-\-i-f-nt","hifnt","","70802",""
"hypnosis","^-h-\-e-p-n-ss","hepnss","","70803",""
"hypnotist","^-h-\-e-p-n-o-t-e-s","hepnotes","","70804",""
"hypoteneuse","^-h-\-i-p-tn-u-s","hiptnus","","70805",""
"hypothecate","^-h-\-i-p-th-e-k","hiphek","","70806",""
"I always","a-l-s","als","","70807",""
"I am","a-m","am","","70808",""
"I am not","a-m-n","amn","","70809",""
"I am of the opinion","a-m-o-p-n","amopn","","70810",""
"I am sorry","a-m-s2-o","amso","","70811",""
"I am sure","a-m-sh","amz","","70812",""
"I believe","a-b-e","abe","","70813",""
"I can","a-k","ak","","70814",""
"I cannot understand","a-k-n-/-s2-tn","aknstn","","70815",""
"I can't","a-k-t","akt","","70816",""
"I desire to thank you","a-d-s2-th-u","adshu","","70817",""
"I do not","a-tn","atn","","70818",""
"I do not believe","a-tn-b-e","atnbe","","70819",""
"I do not know","a-tn-o","atno","","70820",""
"I do not see","a-tn-s-e","atnse","","70821",""
"I do not understand","a-tn-/-s2-tn","atnstn","","70822",""
"I don't","a-d-o-n","adon","","70823",""
"I had","i-d","id","","70824",""
"I have","a-v","av","","70825",""
"I hope","i-p","ip","","70826",""
"I hope to hear","i-p-e-r","iper","","70827",""
"I must say","a-m-s-s-a","amssa","","70828",""
"I should like to have","a-sh-d-l-a-v","azdlav","","70829",""
"I should like to know","a-sh-d-l-a-n-o","azdlano","","70830",""
"I think it is","a-th-t-s","ahts","","70831",""
"I think that","a-th-th-a","ahha","","70832",""
"I told him","a-t-o-m","atom","","70833",""
"I understand","a-/-s2-tn","astn","","70834",""
"I understood","a-/-s2-t-u","astu","","70835",""
"I want","a-nt","ant","","70836",""
"I went","i-nt","int","","70837",""
"I will","a-l","al","","70838",""
"I will be","a-l-b","alb","","70839",""
"I wish","a-u-sh","wz","","70840",""
"I would","a-d","ad","","70841",""
"ibex","i-b-e-x","ibex","","70842",""
"ice house","i-s2-u-s","isus","","70843",""
"ichor","i-k-r","ikr","","70844",""
"icon","i-k-n","ikn","","70845",""
"iconoclast","i-k-n-k-l-a-s","iknklas","","70846",""
"if the","e-f-th","efh","","70847",""
"if you","e-f-u","efu","","70848",""
"if you are","e-f-u-r","efur","","70849",""
"if you want","e-f-u-nt","efunt","","70850",""
"if you will","e-f-u-l","eful","","70851",""
"imbroglio","e-m-br-o-l-e-o","embroleo","","70852",""
"immaculately","e-m-a-k-/-u-e","emakue","","70853",""
"immanence","e-mn-s","emns","","70854",""
"immigrate","e-m-e-g","emeg","","70855",""
"immure","e-m-u-r","emur","","70856",""
"impedance","m-p-e2-tn-s","mpetns","","70857",""
"impend","m-jnt","mjnt","","70858",""
"imperforate","m-p-r-fr-a","mprfra","","70859",""
"impersonate","m-p-r-s2-n-a-t","mprsnat","","70860",""
"imposter","m-p-o-s2-t-e2","mposte","","70861",""
"imprecate","m-p-r-e-k","mprek","","70862",""
"impresciptible","m-p-r-e-s2-k-r-b","mpreskrb","","70863",""
"imprimatur","m-p-r-e-m-a-t-e2","mpremate","","70864",""
"in a day or two","nt-a-t-u","ntatu","","70865",""
"in a week or two","n-e-k-t-u","nektu","","70866",""
"in addition to that","n-a-d-sh-th-a","nadzha","","70867",""
"in advance","n-v-a-n-s","nvans","","70868",""
"in answer to your letter","n-a-n-s2-u-l-e","nansule","","70869",""
"in due course","nt-u-k-r-s","ntukrs","","70870",""
"in due time","nt-u-tm","ntutm","","70871",""
"in exchange","n-e-s-ch","nesc","","70872",""
"in full","n-f-u","nfu","","70873",""
"in his","n-s","ns","","70874",""
"in my judgment","mn-i-j","mnij","","70875",""
"in my opinion","mn-a-p-n","mnapn","","70876",""
"in order to be able","n-o-d-b-a","nodba","","70877",""
"in order to judge","n-o-d-j-j","nodjj","","70878",""
"in order to prepare","n-o-d-p-r-e-p","nodprep","","70879",""
"in order to receive","n-o-d-r-s-e","nodrse","","70880",""
"in order to see","n-o-d-s-e","nodse","","70881",""
"in other words","n-e-rd-s","nerds","","70882",""
"in our","n-r","nr","","70883",""
"in re","n-r-e","nre","","70884",""
"in reference to the matter","n-r-f-m-a-t","nrfmat","","70885",""
"in regard to the matter","n-r-e-m-a-t","nremat","","70886",""
"in reply","n-r-e-p","nrep","","70887",""
"in reply to your","n-r-e-p-u","nrepu","","70888",""
"in such a manner","n-s-ch-mn-e2","nscmne","","70889",""
"in the","n-th","nh","","70890",""
"in the course of time","n-k-r-s2-tm","nkrstm","","70891",""
"in the first instance","n-f-e-s2-n-s","nfesns","","70892",""
"in the first place","n-f-e-s-/-p","nfesp","","70893",""
"in the future","n-f-t","nft","","70894",""
"in the House","n-u-s","nus","","70895",""
"in the market","mn-r","mnr","","70896",""
"in the matter","mn-a-t","mnat","","70897",""
"in the meantime","mn-tm","mntm","","70898",""
"in the morning","n-th-mn-\-h","nhmng","","70899",""
"in the second place","n-s2-e-k-/-p","nsekp","","70900",""
"in the usual manner","nu-sh-mn-e2","nuzmne","","70901",""
"in the world","n-u-u","nuu","","70902",""
"in this","n-ths","nhs","","70903",""
"in touch ","t-ch","tc","","70904",""
"in view of the fact that","n-v-f-th-a","nvfha","","70905",""
"in which","n-ch","nc","","70906",""
"in your line of business","n-u-l-a-n-b-s","nulanbs","","70907",""
"inability","e-n-/-b","enb","","70908",""
"inadvertent","e-n-a-v-tn","enavtn","","70909",""
"inapposite","e-n-a-p-o-s","enapos","","70910",""
"inappreciative","e-n-a-p-r-e-sh-/-v","enaprezv","","70911",""
"inapt","e-n-a-p-t","enapt","","70912",""
"incandesce","n-k-d-e-s","nkdes","","70913",""
"incarcerate","n-k-r-s-e-r-a","nkrsera","","70914",""
"incinerate","n-s2-e-n-r-a","nsenra","","70915",""
"incise","n-s-i-s","nsis","","70916",""
"incombustible","n-k-b-u-s-b","nkbusb","","70917",""
"income tax","n-k-t-a-x","nktax","","70918",""
"incommensurate","n-k-mn-sh-u-t","nkmnzut","","70919",""
"incorporate ","e-nk","enk","","70920",""
"inculpate","n-k-l-p-a-t","nklpat","","70921",""
"incunabula","n-k-e-u-n-a-b","nkunab","","70922",""
"indefatiguable","n-df-a-t","ndfat","","70923",""
"indemify","n-tm-n-f","ntmnf","","70924",""
"indent","n-tn-t","ntnt","","70925",""
"indention","n-tn-sh","ntnz","","70926",""
"indestr-","nt-s-/","nts","","70927",""
"indexes","nt-e-xs","ntexs","","70928",""
"Indiana ","e-n","en","","70929",""
"indicia","nt-sh-ea","ntzea","","70930",""
"indispensible","nt-s-p","ntsp","","70931",""
"individualist","nt-v-/-s2-t","ntvst","","70932",""
"indorsee","nt-o-s-e","ntose","","70933",""
"induct","nt-u-k","ntuk","","70934",""
"inductance","nt-u-k-n-s","ntukns","","70935",""
"inebriety","e-n-e-br-i","enebri","","70936",""
"ineluctable","e-n-e-l-u-k","eneluk","","70937",""
"inequity","e-n-e-k-w-e-t-e","enekwete","","70938",""
"inerrant","e-n-e-r-a-nt","enerant","","70939",""
"infatuate","n-f-a-t-e-u-t","nfatut","","70940",""
"infelicity","n-f-e-l-/-s","nfels","","70941",""
"inflect","n-fl","nfl","","70942",""
"influential","n-f-s2h","nfsh","","70943",""
"infrangible","n-fr-a-n-j","nfranj","","70944",""
"ingestion","n-j-e-sh","njez","","70945",""
"-ingly","/-e","e","","70946",""
"-ings","/-s2","s","","70947",""
"inherent","e-n-^-h-\-e2-nt","enhent","","70948",""
"inject","n-j-k","njk","","70949",""
"innoculate","e-n-o-k-/-u","enoku","","70950",""
"inpatient","n-p-a-sh-t","npazt","","70951",""
"insanitary","n-s2-a-n-e-t-r-e","nsanetre","","70952",""
"insecticide","n-s2-e-k-s-i","nseksi","","70953",""
"insectivorous","n-s2-e-k-v-r-u-s","nsekvrus","","70954",""
"insentient","n-s2-e-n-sh-t","nsenzt","","70955",""
"inset","n-s2-e-t","nset","","70956",""
"instr-","n-s-/","ns","","70957",""
"insulate","n-s-/-u","nsu","","70958",""
"insuperability","n-s-/-b","nsb","","70959",""
"insuppressilbe","n-s-/-s2-b","nssb","","70960",""
"insupr-","n-s-/","ns","","70961",""
"insure","n-sh","nz","","70962",""
"integer","nt-j-e2","ntje","","70963",""
"integrate","nt-e-g-r-a","ntegra","","70964",""
"intel-","n-/","n","","70965",""
"inter-","n-/","n","","70966",""
"interdenominational","n-/-tn-o-mn-sh-l","ntnomnzl","","70967",""
"interested in the matter","n-/-mn-a-t","nmnat","","70968",""
"interlock","n-/-l-o-k","nlok","","70969",""
"intermezzo","n-/-m-e-d-s2-o","nmedso","","70970",""
"intern","n-/-n","nn","","70971",""
"internment","n-/-mn","nmn","","70972",""
"interpellate","n-/-pl-a","npla","","70973",""
"interpolate","n-/-p-o-l-a","npola","","70974",""
"interpretative","n-/-p-df","npdf","","70975",""
"interscholastic","n-/-s2-k-l-/-s2-t","nsklst","","70976",""
"interstice","n-/-s2-t-e-s","nstes","","70977",""
"interstitial","n-/-s2-t-e-sh","nstez","","70978",""
"into the","nt-u-th","ntuh","","70979",""
"intone","nt-o-n","nton","","70980",""
"intr-","n-/","n","","70981",""
"intra-","n-a-/","na","","70982",""
"intrans-","nt-/","nt","","70983",""
"intransigence","nt-/-j","ntj","","70984",""
"intransigent","nt-/-jnt","ntjnt","","70985",""
"intrastate","n-a-/-s2-t","nast","","70986",""
"introit","n-/-e-t","net","","70987",""
"inunction","e-n-u-nk","enunk","","70988",""
"inundate","n-n-td","nntd","","70989",""
"invar","n-v-a-r","nvar","","70990",""
"invisiblility","n-v-e-s-/-b","nvesb","","70991",""
"invoiced","n-v-s22-t","nvst","","70992",""
"invoices","n-v-s2s","nvss","","70993",""
"involute","n-v-o-l-u-t","nvolut","","70994",""
"involution","n-v-o-l-sh","nvolz","","70995",""
"iodate","ia-d-a","iada","","70996",""
"iridium","e-r-e-tm","eretm","","70997",""
"irk","e-r-k","erk","","70998",""
"ironware","i-r-n-w-a2","irnwa","","70999",""
"irreclaimable","e-r-e-/-m-b","eremb","","71000",""
"irrefrangible","e-r-fr-a-n-j","erfranj","","71001",""
"irresistability","e-r-ss-/-b","erssb","","71002",""
"irresistable","e-r-ss-/-b","erssb","","71003",""
"is not","s2-n","sn","","71004",""
"is the","s2-th","sh","","71005",""
"-ist","/-st","st","","71006",""
"it has","t-a-s","tas","","71007",""
"it is","t-s","ts","","71008",""
"it is not","t-s2-nt","tsnt","","71009",""
"it may be","tm-a2-b","tmab","","71010",""
"it may not be","tm-a-n-b","tmanb","","71011",""
"it might be","tm-a-t-b","tmatb","","71012",""
"it must","tm-s","tms","","71013",""
"it must be","tm-s-b","tmsb","","71014",""
"it must be done","tm-s-b-tn","tmsbtn","","71015",""
"it seems to me","t-s2-e-tm-e","tsetme","","71016",""
"it was","t-o-s","tos","","71017",""
"it was not","t-o-s2-nt","tosnt","","71018",""
"it will","t-l","tl","","71019",""
"itemized","a-tm-i-s2-d","atmisd","","71020",""
"itinerate","a-tn-r-a","atnra","","71021",""
"-itis","/-ts","ts","","71022",""
"jejune","j-j-n","jjn","","71023",""
"Jersey City","j-s2-e-t-e","jsete","","71024",""
"Jesus Christ","j-<-k","jk","","71025",""
"jinrikisha","j-e-n-r-e-k-e-sh-a","jenrekeza","","71026",""
"jobbers","j-o-br-s","jobrs","","71027",""
"jocosity","j-o-k-/-s","joks","","71028",""
"joint resolution","j-<-r-s2-o-sh","jrsoz","","71029",""
"jonquil","j-o-n-k-w-e-l","jonkwel","","71030",""
"jounce","j-n-s","jns","","71031",""
