"humidor","^-h-\-e-u-m-e-d-r","","","70793",""
"hundred ","n","","","70794",""
"hyaline","^-h-\-i-l-e-n","","","70795",""
"hydr-","i-/","","","70796",""
"hydroelectric","^-h-\-i-d-r-e-l-/-k","","","70797",""
"hydrostatics","^-h-\-i-d-r-o-s2-t-/-a-s","","","70798",""
"hyperbola","^-h-\-i-p-r-b-l-a","","","70799",""
"hypercritical","^-h-\-i-p-e-r-k-r-/-ya","","","70800",""
"hypertrophy","^-h-\-i-p-e2-t-r-o-f-e","","","70801",""
"hyphened","^-h-\-i-f-nt","","","70802",""
"hypnosis","^-h-\-e-p-n-ss","","","70803",""
"hypnotist","^-h-\-e-p-n-o-t-e-s","","","70804",""
"hypoteneuse","^-h-\-i-p-tn-u-s","","","70805",""
"hypothecate","^-h-\-i-p-th-e-k","","","70806",""
"I always","a-l-s","","","70807",""
"I am","a-m","","","70808",""
"I am not","a-m-n","","","70809",""
"I am of the opinion","a-m-o-p-n","","","70810",""
"I am sorry","a-m-s2-o","","","70811",""
"I am sure","a-m-sh","","","70812",""
"I believe","a-b-e","","","70813",""
"I can","a-k","","","70814",""
"I cannot understand","a-k-n-/-s2-tn","","","70815",""
"I can't","a-k-t","","","70816",""
"I desire to thank you","a-d-s2-th-u","","","70817",""
"I do not","a-tn","","","70818",""
"I do not believe","a-tn-b-e","","","70819",""
"I do not know","a-tn-o","","","70820",""
"I do not see","a-tn-s-e","","","70821",""
"I do not understand","a-tn-/-s2-tn","","","70822",""
"I don't","a-d-o-n","","","70823",""
"I had","i-d","","","70824",""
"I have","a-v","","","70825",""
"I hope","i-p","","","70826",""
"I hope to hear","i-p-e-r","","","70827",""
"I must say","a-m-s-s-a","","","70828",""
"I should like to have","a-sh-d-l-a-v","","","70829",""
"I should like to know","a-sh-d-l-a-n-o","","","70830",""
"I think it is","a-th-t-s","","","70831",""
"I think that","a-th-th-a","","","70832",""
"I told him","a-t-o-m","","","70833",""
"I understand","a-/-s2-tn","","","70834",""
"I understood","a-/-s2-t-u","","","70835",""
"I want","a-nt","","","70836",""
"I went","i-nt","","","70837",""
"I will","a-l","","","70838",""
"I will be","a-l-b","","","70839",""
"I wish","a-u-sh","","","70840",""
"I would","a-d","","","70841",""
"ibex","i-b-e-x","","","70842",""
"ice house","i-s2-u-s","","","70843",""
"ichor","i-k-r","","","70844",""
"icon","i-k-n","","","70845",""
"iconoclast","i-k-n-k-l-a-s","","","70846",""
"if the","e-f-th","","","70847",""
"if you","e-f-u","","","70848",""
"if you are","e-f-u-r","","","70849",""
"if you want","e-f-u-nt","","","70850",""
"if you will","e-f-u-l","","","70851",""
"imbroglio","e-m-b-r-o-l-e-o","","","70852",""
"immaculately","e-m-a-k-/-u-e","","","70853",""
"immanence","e-mn-s","","","70854",""
"immigrate","e-m-e-g","","","70855",""
"immure","e-m-u-r","","","70856",""
"impedance","m-p-e2-tn-s","","","70857",""
"impend","m-jnt","","","70858",""
"imperforate","m-p-r-f-r-a","","","70859",""
"impersonate","m-p-r-s2-n-a-t","","","70860",""
"imposter","m-p-o-s2-t-e2","","","70861",""
"imprecate","m-p-r-e-k","","","70862",""
"impresciptible","m-p-r-e-s2-k-r-b","","","70863",""
"imprimatur","m-p-r-e-m-a-t-e2","","","70864",""
"in a day or two","nt-a-t-u","","","70865",""
"in a week or two","n-e-k-t-u","","","70866",""
"in addition to that","n-a-d-sh-th-a","","","70867",""
"in advance","n-v-a-n-s","","","70868",""
"in answer to your letter","n-a-n-s2-u-l-e","","","70869",""
"in due course","nt-u-k-r-s","","","70870",""
"in due time","nt-u-tm","","","70871",""
"in exchange","n-e-s-ch","","","70872",""
"in full","n-f-u","","","70873",""
"in his","n-s","","","70874",""
"in my judgment","mn-i-j","","","70875",""
"in my opinion","mn-a-p-n","","","70876",""
"in order to be able","n-o-d-b-a","","","70877",""
"in order to judge","n-o-d-j-j","","","70878",""
"in order to prepare","n-o-d-p-r-e-p","","","70879",""
"in order to receive","n-o-d-r-s-e","","","70880",""
"in order to see","n-o-d-s-e","","","70881",""
"in other words","n-e-rd-s","","","70882",""
"in our","n-r","","","70883",""
"in re","n-r-e","","","70884",""
"in reference to the matter","n-r-f-m-a-t","","","70885",""
"in regard to the matter","n-r-e-m-a-t","","","70886",""
"in reply","n-r-e-p","","","70887",""
"in reply to your","n-r-e-p-u","","","70888",""
"in such a manner","n-s-ch-mn-e2","","","70889",""
"in the","n-th","","","70890",""
"in the course of time","n-k-r-s2-tm","","","70891",""
"in the first instance","n-f-e-s2-n-s","","","70892",""
"in the first place","n-f-e-s-/-p","","","70893",""
"in the future","n-f-t","","","70894",""
"in the House","n-u-s","","","70895",""
"in the market","mn-r","","","70896",""
"in the matter","mn-a-t","","","70897",""
"in the meantime","mn-tm","","","70898",""
"in the morning","n-th-mn-\-h","","","70899",""
"in the second place","n-s2-e-k-/-p","","","70900",""
"in the usual manner","nu-sh-mn-e2","","","70901",""
"in the world","n-u-u","","","70902",""
"in this","n-ths","","","70903",""
"in touch ","t-ch","","","70904",""
"in view of the fact that","n-v-f-th-a","","","70905",""
"in which","n-ch","","","70906",""
"in your line of business","n-u-l-a-n-b-s","","","70907",""
"inability","e-n-/-b","","","70908",""
"inadvertent","e-n-a-v-tn","","","70909",""
"inapposite","e-n-a-p-o-s","","","70910",""
"inappreciative","e-n-a-p-r-e-sh-/-v","","","70911",""
"inapt","e-n-a-p-t","","","70912",""
"incandesce","n-k-d-e-s","","","70913",""
"incarcerate","n-k-r-s-e-r-a","","","70914",""
"incinerate","n-s2-e-n-r-a","","","70915",""
"incise","n-s-i-s","","","70916",""
"incombustible","n-k-b-u-s-b","","","70917",""
"income tax","n-k-t-a-x","","","70918",""
"incommensurate","n-k-mn-sh-u-t","","","70919",""
"incorporate ","e-nk","","","70920",""
"inculpate","n-k-l-p-a-t","","","70921",""
"incunabula","n-k-e-u-n-a-b","","","70922",""
"indefatiguable","n-df-a-t","","","70923",""
"indemify","n-tm-n-f","","","70924",""
"indent","n-tn-t","","","70925",""
"indention","n-tn-sh","","","70926",""
"indestr-","nt-s-/","","","70927",""
"indexes","nt-e-xs","","","70928",""
"Indiana ","e-n","","","70929",""
"indicia","nt-sh-ea","","","70930",""
"indispensible","nt-s-p","","","70931",""
"individualist","nt-v-/-s2-t","","","70932",""
"indorsee","nt-o-s-e","","","70933",""
"induct","nt-u-k","","","70934",""
"inductance","nt-u-k-n-s","","","70935",""
"inebriety","e-n-e-b-r-i","","","70936",""
"ineluctable","e-n-e-l-u-k","","","70937",""
"inequity","e-n-e-k-w-e-t-e","","","70938",""
"inerrant","e-n-e-r-a-nt","","","70939",""
"infatuate","n-f-a-t-e-u-t","","","70940",""
"infelicity","n-f-e-l-/-s","","","70941",""
"inflect","n-f-l","","","70942",""
"influential","n-f-s2h","","","70943",""
"infrangible","n-f-r-a-n-j","","","70944",""
"ingestion","n-j-e-sh","","","70945",""
"-ingly","/-e","","","70946",""
"-ings","/-s2","","","70947",""
"inherent","e-n-^-h-\-e2-nt","","","70948",""
"inject","n-j-k","","","70949",""
"innoculate","e-n-o-k-/-u","","","70950",""
"inpatient","n-p-a-sh-t","","","70951",""
"insanitary","n-s2-a-n-e-t-r-e","","","70952",""
"insecticide","n-s2-e-k-s-i","","","70953",""
"insectivorous","n-s2-e-k-v-r-u-s","","","70954",""
"insentient","n-s2-e-n-sh-t","","","70955",""
"inset","n-s2-e-t","","","70956",""
"instr-","n-s-/","","","70957",""
"insulate","n-s-/-u","","","70958",""
"insuperability","n-s-/-b","","","70959",""
"insuppressilbe","n-s-/-s2-b","","","70960",""
"insupr-","n-s-/","","","70961",""
"insure","n-sh","","","70962",""
"integer","nt-j-e2","","","70963",""
"integrate","nt-e-g-r-a","","","70964",""
"intel-","n-/","","","70965",""
"inter-","n-/","","","70966",""
"interdenominational","n-/-tn-o-mn-sh-l","","","70967",""
"interested in the matter","n-/-mn-a-t","","","70968",""
"interlock","n-/-l-o-k","","","70969",""
"intermezzo","n-/-m-e-d-s2-o","","","70970",""
"intern","n-/-n","","","70971",""
"internment","n-/-mn","","","70972",""
"interpellate","n-/-p-l-a","","","70973",""
"interpolate","n-/-p-o-l-a","","","70974",""
"interpretative","n-/-p-df","","","70975",""
"interscholastic","n-/-s2-k-l-/-s2-t","","","70976",""
"interstice","n-/-s2-t-e-s","","","70977",""
"interstitial","n-/-s2-t-e-sh","","","70978",""
"into the","nt-u-th","","","70979",""
"intone","nt-o-n","","","70980",""
"intr-","n-/","","","70981",""
"intra-","n-a-/","","","70982",""
"intrans-","nt-/","","","70983",""
"intransigence","nt-/-j","","","70984",""
"intransigent","nt-/-jnt","","","70985",""
"intrastate","n-a-/-s2-t","","","70986",""
"introit","n-/-e-t","","","70987",""
"inunction","e-n-u-nk","","","70988",""
"inundate","n-n-td","","","70989",""
"invar","n-v-a-r","","","70990",""
"invisiblility","n-v-e-s-/-b","","","70991",""
"invoiced","n-v-s22-t","","","70992",""
"invoices","n-v-s2s","","","70993",""
"involute","n-v-o-l-u-t","","","70994",""
"involution","n-v-o-l-sh","","","70995",""
"iodate","ia-d-a","","","70996",""
"iridium","e-r-e-tm","","","70997",""
"irk","e-r-k","","","70998",""
"ironware","i-r-n-w-a2","","","70999",""
"irreclaimable","e-r-e-/-m-b","","","71000",""
"irrefrangible","e-r-f-r-a-n-j","","","71001",""
"irresistability","e-r-ss-/-b","","","71002",""
"irresistable","e-r-ss-/-b","","","71003",""
"is not","s2-n","","","71004",""
"is the","s2-th","","","71005",""
"-ist","/-st","","","71006",""
"it has","t-a-s","","","71007",""
"it is","t-s","","","71008",""
"it is not","t-s2-nt","","","71009",""
"it may be","tm-a2-b","","","71010",""
"it may not be","tm-a-n-b","","","71011",""
"it might be","tm-a-t-b","","","71012",""
"it must","tm-s","","","71013",""
"it must be","tm-s-b","","","71014",""
"it must be done","tm-s-b-tn","","","71015",""
"it seems to me","t-s2-e-tm-e","","","71016",""
"it was","t-o-s","","","71017",""
"it was not","t-o-s2-nt","","","71018",""
"it will","t-l","","","71019",""
"itemized","a-tm-i-s2-d","","","71020",""
"itinerate","a-tn-r-a","","","71021",""
"-itis","/-ts","","","71022",""
"jejune","j-j-n","","","71023",""
"Jersey City","j-s2-e-t-e","","","71024",""
"Jesus Christ","j-<-k","","","71025",""
"jinrikisha","j-e-n-r-e-k-e-sh-a","","","71026",""
"jobbers","j-o-b-r-s","","","71027",""
"jocosity","j-o-k-/-s","","","71028",""
"joint resolution","j-<-r-s2-o-sh","","","71029",""
"jonquil","j-o-n-k-w-e-l","","","71030",""
"jounce","j-n-s","","","71031",""
"jubilate","j-u-b-l-a","","","71032",""
"judicative","j-d-e-k-v","","","71033",""
"judicatory","j-d-e-k-/-r-e","","","71034",""
"junior Senator from X","j-s2-n-/-X","","","71035",""
"just a moment","j-mn","","","71036",""
"just as","j-u-s-s","","","71037",""
"justiciar","j-u-s2-t-e-sh-ea2","","","71038",""
"Kansas City","k-s2-e-t-e","","","71039",""
"kaolin","k-a-o-l-e-n","","","71040",""
"keep in mind","k-p-m-i","","","71041",""
"Kentucky ","k-i","","","71042",""
"kersey","k-e-r-s-e","","","71043",""
"kilo-","k","","","71044",""
"kindly let us know","k-i-l-e-n-u","","","71045",""
"kindness ","k-i-n","","","71046",""
"kinglet","k-e-ng-l-e","","","71047",""
"knowable","n-o-b","","","71048",""
"knowingness","n-o-^-h-\-n-e-s","","","71049",""
"kopeck","k-o-p-k","","","71050",""
"krypton","k-r-e-p-tn","","","71051",""
"k-tm-d","k-tn-td","","","71052",""
"La Paz","l-a-p-a-s","","","71053",""
"laborious","l-a-b-r-u-s","","","71054",""
"laburnum","l-a-b-e-n-u-m","","","71055",""
"lacrosse","l-a-k-r-o-s","","","71056",""
"lamina","l-a-mn-a","","","71057",""
"landholder","l-a-nt-o-ld-r","","","71058",""
"landslip","l-a-nt-s-l-e-p","","","71059",""
"larger than","l-a-j-e2-n","","","71060",""
"laryngitis","l-a-r-e-n-j-i","","","71061",""
"last year","l-a-s-e-r","","","71062",""
"later-","l-a-/","","","71063",""
"Latinist","l-a-tn-e-s","","","71064",""
"Latinity","l-a-t-/-nt","","","71065",""
"latitudinal","l-a-t-e-t-u-tn-l","","","71066",""
"lattermost","l-a-t-e-m-o","","","71067",""
"laudation","l-o-d-sh","","","71068",""
"lauditory","l-o-td-r-e","","","71069",""
"leasehold","l-e-s2-o-ld","","","71070",""
"leatheret","l-e-th-/-e-t","","","71071",""
"leatheroid","l-e-th-o-e","","","71072",""
"lectern","l-e-k-tn","","","71073",""
"leeway","l-e-/-u-a","","","71074",""
"legalism","l-e-g-s2-m","","","71075",""
"legitimation","l-j-tm-sh","","","71076",""
"legitimist","l-j-tm-e-s","","","71077",""
"Lenigrad","l-e-n-e-n-g","","","71078",""
"lenitive","l-e-n-e-df","","","71079",""
"lenticular","l-e-nt-e-k","","","71080",""
"lessor","l-e-s2-o-r","","","71081",""
"let me know","l-e-mn-o","","","71082",""
"let us","l-e-s","","","71083",""
"let us hear from you","l-e-r-f-m-u","","","71084",""
"letter-","l-e-/","","","71085",""
"libelee","l-i-b-l-e","","","71086",""
"licorice","l-e-k-r-e-s","","","71087",""
"ligate","l-i-g","","","71088",""
"ligneous","l-e-g-n-u-s","","","71089",""
"lignify","l-e-g-n-f","","","71090",""
"line of business","l-a-n-b-s","","","71091",""
"line of credit","l-a-n-k-r-e","","","71092",""
"lingerie","l-a-n-sh-r-e","","","71093",""
"lingual","l-e-ng-l","","","71094",""
"linguistics","l-e-ng-/-s2-t-s","","","71095",""
"linkage","l-e-nk-j","","","71096",""
"linoleum","l-e-n-o-l","","","71097",""
"linotype","l-a-n-o-t-i-p","","","71098",""
"liquescent","l-e-k-w-e-s2-nt","","","71099",""
"liquify","l-e-k-w-e-f","","","71100",""
"lissom","l-e-s2-m","","","71101",""
"liter","l-e2-t-e2","","","71102",""
"literality","l-e-t-/-l","","","71103",""
"litharge","l-e-th-a-r-j","","","71104",""
"lithia","l-e-th-ea","","","71105",""
"lithium","l-e-th-m","","","71106",""
"lithograph","l-e-th-/-o","","","71107",""
"litigate","l-e-t-e-g","","","71108",""
"little or no","l-e-t-n-o","","","71109",""
"little or nothing","l-e-t-n-\-h","","","71110",""
"-lity","/-l","","","71111",""
"locomotive engineer","l-o-k-df-n-j-e2","","","71112",""
"-logical","/-o2","","","71113",""
"-logy","/-o2","","","71114",""
"long past due","l-ng-p-d-u","","","71115",""
"longer than","l-ng-e2-n","","","71116",""
"look into the matter","l-u-m-a-t","","","71117",""
"Los Angeles","l-o-s-a","","","71118",""
"lowborn","l-o-b-o-n","","","71119",""
"low-spirited","l-o-s-p-r-/-t","","","71120",""
"lubricate","l-b-r-e-k","","","71121",""
"lucious","l-sh-u-s","","","71122",""
"lucubration","l-u-k-b-r-a-sh","","","71123",""
"luxuriate","l-u-x-t","","","71124",""
"lyonnaise","l-ia-n-a-s","","","71125",""
"lyphatic","l-e-m-f-/-a","","","71126",""
"lyricism","l-e-r-ss","","","71127",""
"macabre","m-a-k-b-r","","","71128",""
"macadam","m-/-a-tm","","","71129",""
"macerate","m-a-s-e-r-a","","","71130",""
"machete","m-a-ch-t-a","","","71131",""
"machicolation","m-a-ch-k-l-a-sh","","","71132",""
"machination","m-a-k-n-sh","","","71133",""
"macr-","m-a-/","","","71134",""
"macrocosm","m-a-k-r-o-k-o-s2-m","","","71135",""
"macron","m-a-k-r-n","","","71136",""
"magistral","m-a-j-e-s2-t-r-l","","","71137",""
"magnification","m-/-f","","","71138",""
"magnifico","m-/-f-e-k-o","","","71139",""
"magniloquent","m-/-l-o-k","","","71140",""
"maharaja","m-a-r-a-j-a","","","71141",""
"mail us","m-a-ss","","","71142",""
"Maine ","m-e","","","71143",""
"make-believe","m-a-k-b-e","","","71144",""
"maladministration","m-a-l-a-mn-e-s-sh","","","71145",""
"malapert","m-a-l-p-e2-t","","","71146",""
"malapropos","m-a-l-a-p-r-p-o","","","71147",""
"maleficent","m-a-l-f-e-s2-nt","","","71148",""
"malignly","m-a-l-i-n-e","","","71149",""
"malleability","m-a-l-/-b","","","71150",""
"malpractice","m-a-l-p-r-k-t","","","71151",""
"malversation","m-a-l-v-e-s-sh","","","71152",""
"man ","mn","","","71153",""
"manacle","mn-/-k","","","71154",""
"manatee","mn-a-t-e","","","71155",""
"mandamus","mn-d-a-m-u-s","","","71156",""
"mandible","mn-d-b","","","71157",""
"manic","mn-e-k","","","71158",""
"manicure","mn-a-k-r","","","71159",""
"manicurist","mn-a-k-r-e-s","","","71160",""
"manly ","mn-e","","","71161",""
"mannerless","mn-e-r-l","","","71162",""
"manoral","mn-o-r-l","","","71163",""
"mantlepiece","mn-t-l-p-e-s","","","71164",""
"many of these","mn-e-th-e-s","","","71165",""
"many years ago","mn-e-r-g","","","71166",""
"maraud","m-a-r-o-d","","","71167",""
"marconigram","m-a-r-k-n-e-/-g","","","71168",""
"marionette","m-a-r-e-n-e-t","","","71169",""
"maritume","m-a-r-e-tm","","","71170",""
"Massachusetts ","m-a","","","71171",""
"masterliness","m-a-s2-e-n-e-s","","","71172",""
"masterwork","m-a-s-r-k","","","71173",""
"mastic","m-a-s2-t-e-k","","","71174",""
"masticate","m-a-s2-t-e-k","","","71175",""
"matador","m-a-td-r","","","71176",""
"materiality","m-a-t-e-r-/-l","","","71177",""
"maternal","m-a-tn-l","","","71178",""
"maternally","m-a-tn-ye","","","71179",""
"matrices","m-a-t-r-e-ss","","","71180",""
"matricide","m-a-t-r-s-i","","","71181",""
"matriculate","m-a-t-r-k-/-u","","","71182",""
"maverick","m-a-v-r-k","","","71183",""
"may be","m-a-b","","","71184",""
"may be done","m-a-b-tn","","","71185",""
"mayhem","m-^-h-\-a-m","","","71186",""
"mazurka","m-a-s-e-r-k-a","","","71187",""
"mechanical condition","m-e-k-k-d-sh","","","71188",""
"mechanical department","m-e-k-/-d","","","71189",""
"mechanical engineer","m-e2-k-n-j-e2","","","71190",""
"mechanical operation","m-e-k","","","71191",""
"mechanical superintendent","m-e-k-/-^-s","","","71192",""
"medic","m-e-d-e-k","","","71193",""
"medicament","m-e-d-e-k-m","","","71194",""
"medicate","m-e-d-e-k","","","71195",""
"melifluous","m-e-l-e-f","","","71196",""
"meliorate","m-e-l-r-a","","","71197",""
"melodeon","m-e-l-o-tn","","","71198",""
"member ","mn-b","","","71199",""
"member of the House","mnu-s","","","71200",""
"meningitis","mn-e-n-j-i","","","71201",""
"menstruate","mn-s2-t-r-a","","","71202",""
"mensuration","mn-sh-u-sh","","","71203",""
"mensurative","mn-sh-u-df","","","71204",""
"-mental","/-m","","","71205",""
"-mentality","/-m","","","71206",""
"mephitic","m-e-f-/-a","","","71207",""
"mere fact that","m-e-f-th-a","","","71208",""
"merely ","m-e-r-e","","","71209",""
"Messrs.","m-ss","","","71210",""
"metabolism","m-e-t-b-l-s2-m","","","71211",""
"metamorphose","m-e-tm-o-r-f-s2","","","71212",""
"meteorite","m-e-t-o-r-i","","","71213",""
"metr-","^-m-e-/","","","71214",""
"metronome","m-e-t-r-n-o-m","","","71215",""
"mezzanine","m-e-s2-n-e-n","","","71216",""
"michievous","m-s-ch-u-s","","","71217",""
"micr-","m-i-/","","","71218",""
"micro-","m-i-k","","","71219",""
"microorganism","m-i-k-r-o-o-g","","","71220",""
"militarist","m-e-l-e-t-/-s2-t","","","71221",""
"militaristic","m-e-l-e-t-/-s2-t","","","71222",""
"milli-","m","","","71223",""
"million ","m","","","71224",""
"mimeograph","mn-e-/-o","","","71225",""
"minatory","mn-a-t-r-e","","","71226",""
"minted","mn-td","","","71227",""
"miscalculate","m-s2-k-a-l","","","71228",""
"miscegenation","m-s-e-j-n-sh","","","71229",""
"miscellanist","m-s-e-l-a-n-e-s","","","71230",""
"mislike","m-s-l-a","","","71231",""
"Mississippi ","m-s","","","71232",""
"misstate","m-ss2-t","","","71233",""
"mistreat","m-s2-t-r-e-t","","","71234",""
"-mity","/-mt","","","71235",""
"mnemonic","n-e-mn-e-k","","","71236",""
"modus operandi","m-o-d-o-p-r","","","71237",""
"molt","m-o-l-t","","","71238",""
"molybdenum","m-o-l-e-b-tn-u-m","","","71239",""
"moment ago","mn-g","","","71240",""
"m-o-n/k","mn-/-k","","","71241",""
"monagamous","mn-o-g","","","71242",""
"monagamy","mn-o-g","","","71243",""
"Monday morning","m-u-mn-\-h","","","71244",""
"Monday night","m-u-n-i","","","71245",""
"monocle ","mn-/-k","","","71246",""
"monody","mn-o-d-e","","","71247",""
"monolith","mn-l-e-th","","","71248",""
